Età	Stato civile	Tipo di indicatore demografico	Territorio	Seleziona periodo	Sesso	0	Flags
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2017"	"totale"	3218201	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2012"	"maschi"	536513	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2013"	"maschi"	540582	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2014"	"maschi"	548492	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2015"	"maschi"	548992	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2016"	"maschi"	548643	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2017"	"maschi"	549853	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2012"	"femmine"	550377	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2013"	"femmine"	553480	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2014"	"femmine"	558949	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2015"	"femmine"	559861	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2016"	"femmine"	559655	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2017"	"femmine"	560080	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2012"	"totale"	1086890	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2013"	"totale"	1094062	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2014"	"totale"	1107441	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2015"	"totale"	1108853	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2016"	"totale"	1108298	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bergamo"	"2017"	"totale"	1109933	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2012"	"maschi"	607998	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2013"	"maschi"	613115	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2014"	"maschi"	621811	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2015"	"maschi"	622658	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2016"	"maschi"	621957	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2017"	"maschi"	621253	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2012"	"femmine"	630077	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2013"	"femmine"	634077	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2014"	"femmine"	640484	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2015"	"femmine"	642419	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2016"	"femmine"	642148	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2017"	"femmine"	641425	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2012"	"totale"	1238075	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2013"	"totale"	1247192	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2014"	"totale"	1262295	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2015"	"totale"	1265077	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2016"	"totale"	1264105	
"totale"	"totale"	"popolazione al 1º gennaio"	"Brescia"	"2017"	"totale"	1262678	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2012"	"maschi"	258596	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2013"	"maschi"	260854	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2014"	"maschi"	266058	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2015"	"maschi"	266468	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2016"	"maschi"	266380	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2017"	"maschi"	266487	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2012"	"femmine"	277070	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2013"	"femmine"	278715	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2014"	"femmine"	282268	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2015"	"femmine"	282254	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2016"	"femmine"	281546	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2017"	"femmine"	280764	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2012"	"totale"	535666	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2013"	"totale"	539569	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2014"	"totale"	548326	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2015"	"totale"	548722	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2016"	"totale"	547926	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pavia"	"2017"	"totale"	547251	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2012"	"maschi"	109724	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2013"	"maschi"	110925	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2014"	"maschi"	112779	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2015"	"maschi"	113033	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2016"	"maschi"	112908	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2017"	"maschi"	112928	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2012"	"femmine"	113935	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2013"	"femmine"	114873	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2014"	"femmine"	116303	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2015"	"femmine"	116543	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2016"	"femmine"	116505	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2017"	"femmine"	116410	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2012"	"totale"	223659	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2013"	"totale"	225798	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2014"	"totale"	229082	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2015"	"totale"	229576	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2016"	"totale"	229413	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lodi"	"2017"	"totale"	229338	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2012"	"maschi"	174584	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2013"	"maschi"	177085	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2014"	"maschi"	177467	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2015"	"maschi"	177276	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2016"	"maschi"	176835	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2017"	"maschi"	176295	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2012"	"femmine"	182997	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2013"	"femmine"	184727	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2014"	"femmine"	184674	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2015"	"femmine"	184334	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2016"	"femmine"	183609	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2017"	"femmine"	183093	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2012"	"totale"	357581	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2013"	"totale"	361812	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2014"	"totale"	362141	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2015"	"totale"	361610	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2016"	"totale"	360444	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cremona"	"2017"	"totale"	359388	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2012"	"maschi"	198712	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2013"	"maschi"	200683	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2014"	"maschi"	202857	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2015"	"maschi"	202886	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2016"	"maschi"	202074	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2017"	"maschi"	202255	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2012"	"femmine"	209475	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2013"	"femmine"	210652	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2014"	"femmine"	212290	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2015"	"femmine"	212033	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2016"	"femmine"	210794	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2017"	"femmine"	210355	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2012"	"totale"	408187	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2013"	"totale"	411335	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2014"	"totale"	415147	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2015"	"totale"	414919	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2016"	"totale"	412868	
"totale"	"totale"	"popolazione al 1º gennaio"	"Mantova"	"2017"	"totale"	412610	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2012"	"maschi"	5549443	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2013"	"maschi"	5592452	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2014"	"maschi"	5666649	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2015"	"maschi"	5669935	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2016"	"maschi"	5663470	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2017"	"maschi"	5664202	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2012"	"femmine"	5892819	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2013"	"femmine"	5928585	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2014"	"femmine"	5987837	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2015"	"femmine"	5991225	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2016"	"femmine"	5980131	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2017"	"femmine"	5972900	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2012"	"totale"	11442262	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2013"	"totale"	11521037	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2014"	"totale"	11654486	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2015"	"totale"	11661160	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2016"	"totale"	11643601	
"totale"	"totale"	"popolazione al 1º gennaio"	"Nord-est"	"2017"	"totale"	11637102	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2012"	"maschi"	504239	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2013"	"maschi"	509750	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2014"	"maschi"	516313	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2015"	"maschi"	518348	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2016"	"maschi"	520218	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2017"	"maschi"	522598	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2012"	"femmine"	525346	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2013"	"femmine"	530184	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2014"	"femmine"	535638	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2015"	"femmine"	537586	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2016"	"femmine"	538896	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2017"	"femmine"	540262	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2012"	"totale"	1029585	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2013"	"totale"	1039934	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2014"	"totale"	1051951	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2015"	"totale"	1055934	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2016"	"totale"	1059114	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trentino Alto Adige / Südtirol"	"2017"	"totale"	1062860	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2012"	"maschi"	248407	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2013"	"maschi"	250924	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2014"	"maschi"	254328	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2015"	"maschi"	255792	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2016"	"maschi"	256948	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2017"	"maschi"	258948	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2012"	"femmine"	256301	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2013"	"femmine"	258702	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2014"	"femmine"	261386	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2015"	"femmine"	262726	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2016"	"femmine"	263943	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2017"	"femmine"	265308	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2012"	"totale"	504708	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2013"	"totale"	509626	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2014"	"totale"	515714	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2015"	"totale"	518518	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2016"	"totale"	520891	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Bolzano / Bozen"	"2017"	"totale"	524256	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2012"	"maschi"	248407	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2013"	"maschi"	250924	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2014"	"maschi"	254328	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2015"	"maschi"	255792	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2016"	"maschi"	256948	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2017"	"maschi"	258948	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2012"	"femmine"	256301	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2013"	"femmine"	258702	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2014"	"femmine"	261386	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2015"	"femmine"	262726	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2016"	"femmine"	263943	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2017"	"femmine"	265308	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2012"	"totale"	504708	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2013"	"totale"	509626	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2014"	"totale"	515714	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2015"	"totale"	518518	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2016"	"totale"	520891	
"totale"	"totale"	"popolazione al 1º gennaio"	"Bolzano / Bozen"	"2017"	"totale"	524256	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2012"	"maschi"	255832	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2013"	"maschi"	258826	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2014"	"maschi"	261985	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2015"	"maschi"	262556	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2016"	"maschi"	263270	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2017"	"maschi"	263650	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2012"	"femmine"	269045	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2013"	"femmine"	271482	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2014"	"femmine"	274252	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2015"	"femmine"	274860	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2016"	"femmine"	274953	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2017"	"femmine"	274954	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2012"	"totale"	524877	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2013"	"totale"	530308	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2014"	"totale"	536237	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2015"	"totale"	537416	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2016"	"totale"	538223	
"totale"	"totale"	"popolazione al 1º gennaio"	"Provincia Autonoma Trento"	"2017"	"totale"	538604	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2012"	"maschi"	255832	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2013"	"maschi"	258826	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2014"	"maschi"	261985	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2015"	"maschi"	262556	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2016"	"maschi"	263270	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2017"	"maschi"	263650	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2012"	"femmine"	269045	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2013"	"femmine"	271482	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2014"	"femmine"	274252	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2015"	"femmine"	274860	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2016"	"femmine"	274953	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2017"	"femmine"	274954	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2012"	"totale"	524877	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2013"	"totale"	530308	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2014"	"totale"	536237	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2015"	"totale"	537416	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2016"	"totale"	538223	
"totale"	"totale"	"popolazione al 1º gennaio"	"Trento"	"2017"	"totale"	538604	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2012"	"maschi"	2362989	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2013"	"maschi"	2377937	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2014"	"maschi"	2402035	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2015"	"maschi"	2402358	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2016"	"maschi"	2396522	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2017"	"maschi"	2394567	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2012"	"femmine"	2490668	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2013"	"femmine"	2503819	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2014"	"femmine"	2524783	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2015"	"femmine"	2525238	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2016"	"femmine"	2518601	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2017"	"femmine"	2512962	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2012"	"totale"	4853657	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2013"	"totale"	4881756	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2014"	"totale"	4926818	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2015"	"totale"	4927596	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2016"	"totale"	4915123	
"totale"	"totale"	"popolazione al 1º gennaio"	"Veneto"	"2017"	"totale"	4907529	
"totale"	"totale"	"popolazione al 1º gennaio"	"Verona"	"2012"	"maschi"	438913	
"totale"	"totale"	"popolazione al 1º gennaio"	"Verona"	"2013"	"maschi"	443036	
"totale"	"totale"	"popolazione al 1º gennaio"	"Verona"	"2014"	"maschi"	450649	
"totale"	"totale"	"popolazione al 1º gennaio"	"Verona"	"2015"	"maschi"	451585	
"totale"	"totale"	"popolazione al 1º gennaio"	"Verona"	"2016"	"maschi"	450945	
"totale"	"totale"	"popolazione al 1º gennaio"	"Verona"	"2017"	"maschi"	450834	
"totale"	"totale"	"popolazione al 1º gennaio"	"Verona"	"2012"	"femmine"	460904	
